Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,intercell_mean,intercell_var,intercell_stdev,intercell_max,intercell_min,intercell_median,intercell_muc,intercell_notempty
0,22855.000000,10734260.000000,9027317.000000,0.000000,469.667906,394.982148,0.000000,0.000000,31379606.716489,69631219.409264,5438920.505789,0.000000,0.000000,0.000000,48.380742,107.356670,8.385669,0.000000,0.000000,155.737412,5123.675962,0.000000,155.737412,71.579857,-0.000000,107.966775,71.211121,0.000000,395,470,0,305,355,0,474,606,0,355,340,0,1052,170.634694,253.427859,-0.138530,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0
1,18959.000000,14904986.000000,7292949.000000,0.000000,786.169418,384.669497,0.000000,0.000000,37248903.070285,31762485.828654,6730163.574547,0.000000,0.000000,0.000000,73.681691,62.829062,13.312870,0.000000,0.000000,136.510754,4452.119083,0.000000,136.510754,66.724201,-0.000000,72.745362,90.088299,0.000000,385,786,0,309,687,0,500,884,0,687,378,0,871,230.149789,237.379625,0.591878,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0
