Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,fullmask_mean,fullmask_var,fullmask_stdev,fullmask_max,fullmask_min,fullmask_median,fullmask_muc,fullmask_notempty
0,372890.000000,231249288.000000,183845012.000000,0.000000,620.154168,493.027466,0.000000,0.000000,11900721620.539764,13868189226.950431,-1516846474.996532,0.000000,0.000000,0.000000,443.403360,516.708306,-56.515465,0.000000,0.000000,960.111667,225916.201767,0.000000,960.111667,475.306429,-0.000000,383.121441,332.653887,0.000000,493,620,0,8,183,0,844,1022,0,183,314,0,3972,951.436643,954.850890,0.497724,255.000000,     0.000000,     0.000000,   255.000000,   255.000000,   255.000000,95086950.000000,372890
