Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,cellmask_mean,cellmask_var,cellmask_stdev,cellmask_max,cellmask_min,cellmask_median,cellmask_muc,cellmask_notempty,cellgood_mean,cellgood_var,cellgood_stdev,cellgood_max,cellgood_min,cellgood_median,cellgood_muc,cellgood_notempty,cellshape_mean,cellshape_var,cellshape_stdev,cellshape_max,cellshape_min,cellshape_median,cellshape_muc,cellshape_notempty,cellshape_8,cellshape_9,cellshape_10,cellshape_11,cellshape_12,cellshape_13,cellshape_14,cellshape_15,cellshape_16,cellshape_17,cellshape_18,cellshape_19,cellshape_20,cellshape_21
0,3604.000000,1060675.000000,608166.000000,0.000000,294.304938,168.747502,0.000000,0.000000,1334708.227524,882475.872086,-164779.505549,0.000000,0.000000,0.000000,24.154976,15.970669,-2.982108,0.000000,0.000000,40.125646,376.878188,0.000000,40.125646,19.413350,-0.000000,30.049250,38.892110,0.000000,169,294,0,131,264,0,215,330,0,264,171,0,299,69.412713,88.343453,-0.314877,91.511931,   145.458364,    12.060612,   136.000000,    69.000000,    90.000000,329809.000000,3604,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5,9,2,171,213,279,186,330,131,306,131,295,134,283,-99,-99,-99,-99,-99,-99,-99,-99
1,3562.000000,1118159.000000,810127.000000,0.000000,313.913250,227.435991,0.000000,0.000000,1092445.905951,1093268.194553,-336599.278775,0.000000,0.000000,0.000000,20.082050,20.097166,-6.187586,0.000000,0.000000,40.179216,365.306080,0.000000,40.179216,19.112981,-0.000000,39.772503,28.928925,0.000000,227,314,0,190,280,0,267,353,0,280,221,0,298,103.174597,108.827999,0.784787,98.370297,   201.458179,    14.193596,   147.000000,    71.000000,    98.000000,350395.000000,3562,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3,9,2,177,266,292,211,353,191,331,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2,8244.000000,2854598.000000,4395267.000000,0.000000,346.263706,533.147379,0.000000,0.000000,5239781.933404,7370232.701113,789848.596069,0.000000,0.000000,0.000000,31.462693,44.255157,4.742709,0.000000,0.000000,75.717851,1369.893165,0.000000,75.717851,37.012067,-0.000000,58.892014,47.569542,0.000000,533,346,0,469,284,0,587,423,0,284,544,0,555,124.270053,146.385910,-0.319014,91.282144,    88.309320,     9.397303,   131.000000,    68.000000,    91.000000,752530.000000,8244,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5,9,1,357,545,284,554,289,554,405,553,423,469,313,-99,-99,-99,-99,-99,-99,-99,-99
3,7058.000000,2488538.000000,2269165.000000,0.000000,352.584018,321.502550,0.000000,0.000000,2743576.454093,9224598.677243,727367.487672,0.000000,0.000000,0.000000,20.264762,68.135263,5.372523,0.000000,0.000000,88.400026,1351.880960,0.000000,88.400026,36.767933,-0.000000,68.600906,36.698438,0.000000,322,353,0,270,291,0,369,425,0,291,286,0,518,99.606399,134.820782,-0.110400,95.707565,   164.484684,    12.825158,   144.000000,    67.000000,    95.000000,675504.000000,7058,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,7,9,1,346,339,415,335,410,329,425,314,425,295,406,290,404,271,293,-99,-99,-99,-99
4,2264.000000,781759.000000,629716.000000,0.000000,345.299911,278.143109,0.000000,0.000000,258259.632508,865049.359982,221669.828621,0.000000,0.000000,0.000000,8.687362,29.098615,7.456551,0.000000,0.000000,37.785978,197.190073,0.000000,37.785978,14.042438,-0.000000,40.461094,18.018680,0.000000,278,345,0,256,304,0,299,387,0,304,267,0,257,45.232543,87.309329,-0.315494,92.473056,   221.084558,    14.868912,   151.000000,    69.000000,    91.000000,209359.000000,2264,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3,9,2,155,288,387,266,306,276,313,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5,1676.000000,586718.000000,214203.000000,0.000000,350.070405,127.806085,0.000000,0.000000,96015.977923,559837.692124,-12672.118138,0.000000,0.000000,0.000000,4.822935,28.120958,-0.636527,0.000000,0.000000,32.943894,135.220412,0.000000,32.943894,11.628431,-0.000000,36.245530,14.978805,0.000000,128,350,0,112,312,0,144,381,0,312,126,0,204,32.011923,69.025709,0.027293,96.313842,   146.178459,    12.090428,   125.000000,    71.000000,    97.000000,161422.000000,1676,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,6,9,2,141,135,381,131,381,122,381,112,379,123,313,127,313,-99,-99,-99,-99,-99,-99
6,4181.000000,1585045.000000,1907543.000000,0.000000,379.106673,456.240851,0.000000,0.000000,577588.462568,4334016.423821,-74853.419755,0.000000,0.000000,0.000000,8.575213,64.345324,-1.111317,0.000000,0.000000,72.920538,550.539884,0.000000,72.920538,23.463586,-0.000000,62.381456,22.739636,0.000000,456,379,0,427,313,0,479,441,0,313,458,0,402,52.010314,128.025390,0.019916,92.204018,   138.009802,    11.747757,   141.000000,    68.000000,    90.000000,385505.000000,4181,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,7,9,1,323,459,313,479,431,476,432,471,433,469,433,467,434,459,441,-99,-99,-99,-99
7,2893.000000,1030573.000000,494503.000000,0.000000,356.229865,170.930867,0.000000,0.000000,758870.173522,691494.139647,-10056.026961,0.000000,0.000000,0.000000,18.409256,16.774796,-0.243946,0.000000,0.000000,35.184052,308.752013,0.000000,35.184052,17.571340,-0.000000,30.246560,31.750249,0.000000,171,356,0,140,325,0,209,390,0,325,146,0,276,65.689754,69.732200,-0.145042,96.449360,   182.048351,    13.492529,   165.000000,    69.000000,    95.000000,279028.000000,2893,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3,9,2,174,161,389,141,383,146,326,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8,3554.000000,1382040.000000,901771.000000,0.000000,388.868880,253.734102,0.000000,0.000000,719293.726786,2007554.898142,544149.091727,0.000000,0.000000,0.000000,13.262224,37.014981,10.032935,0.000000,0.000000,50.277205,390.241198,0.000000,50.277205,19.754523,-0.000000,49.045996,23.813856,0.000000,254,389,0,220,341,0,286,439,0,341,253,0,372,70.278348,104.352699,-0.350728,90.676702,   128.066290,    11.316637,   146.000000,    69.000000,    88.000000,322265.000000,3554,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,7,9,2,171,256,344,264,439,250,439,223,351,240,346,243,345,251,342,-99,-99,-99,-99
9,4960.000000,1992498.000000,2984356.000000,0.000000,401.713306,601.684677,0.000000,0.000000,2268772.835483,1940098.321773,-110751.388709,0.000000,0.000000,0.000000,26.821441,22.935849,-1.309303,0.000000,0.000000,49.757291,613.458276,0.000000,49.757291,24.768089,-0.000000,38.549479,42.367930,0.000000,602,402,0,558,354,0,653,442,0,354,591,0,379,92.015257,99.334652,-0.296506,92.237096,   180.302313,    13.427669,   155.000000,    70.000000,    90.000000,457496.000000,4960,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5,9,2,171,653,406,582,441,580,439,558,431,591,356,-99,-99,-99,-99,-99,-99,-99,-99
