Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,fullmask_mean,fullmask_var,fullmask_stdev,fullmask_max,fullmask_min,fullmask_median,fullmask_muc,fullmask_notempty
0,524108.000000,344665238.000000,230300537.000000,0.000000,657.622547,439.414275,0.000000,0.000000,25641143218.946609,21486954267.605892,-6183406506.406924,0.000000,0.000000,0.000000,606.796405,508.487726,-146.330013,0.000000,0.000000,1115.284131,287136.051403,0.000000,1115.284131,535.850773,-0.000000,357.471812,474.987718,0.000000,439,658,0,0,240,0,844,1084,0,240,679,0,3475,1039.511016,1039.511016,-0.623362,255.000000,     0.000000,     0.000000,   255.000000,   255.000000,   255.000000,133647540.000000,524108
