Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,intercell_mean,intercell_var,intercell_stdev,intercell_max,intercell_min,intercell_median,intercell_muc,intercell_notempty
0,27974.000000,4841255.000000,18733071.000000,0.000000,173.062665,669.660077,0.000000,0.000000,58662218.674173,78652399.147568,-22648997.115333,0.000000,0.000000,0.000000,69.080009,92.620235,-26.671220,0.000000,0.000000,161.700245,5686.852789,0.000000,161.700245,75.411224,-0.000000,114.768391,78.678089,0.000000,670,173,0,570,66,0,765,281,0,66,692,0,860,232.759071,256.631796,0.577598,130.198219, 16249.550490,   127.473724,   255.000000,     0.000000,   255.000000,3642165.000000,14283
1,477724.000000,326029848.000000,212775208.000000,0.000000,682.464870,445.393591,0.000000,0.000000,22507379849.390048,17433642561.151054,2577048337.142208,0.000000,0.000000,0.000000,602.682887,466.822798,69.005941,0.000000,0.000000,1069.505685,276584.292058,0.000000,1069.505685,525.912817,-0.000000,362.874323,435.786465,0.000000,445,682,0,0,268,0,846,1101,0,268,247,0,3692,903.109197,917.203339,0.396627,57.286445, 11326.330505,   106.425234,   255.000000,     0.000000,     0.000000,27367110.000000,107322
