Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,fullmask_mean,fullmask_var,fullmask_stdev,fullmask_max,fullmask_min,fullmask_median,fullmask_muc,fullmask_notempty
0,740843.000000,462140726.000000,379436655.000000,0.000000,623.803863,512.168779,0.000000,0.000000,31111263434.180789,70584168561.886123,-6667611295.031062,0.000000,0.000000,0.000000,464.104813,1052.945099,-99.464636,0.000000,0.000000,1517.049912,478783.675088,0.000000,1517.049912,691.941959,-0.000000,612.821166,396.558190,0.000000,512,624,0,45,0,0,844,1220,0,0,501,0,4730,809.719402,1236.367547,0.162897,255.000000,     0.000000,     0.000000,   255.000000,   255.000000,   255.000000,188914965.000000,740843
