Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,intercell_mean,intercell_var,intercell_stdev,intercell_max,intercell_min,intercell_median,intercell_muc,intercell_notempty
0,17780.000000,11548801.000000,9670035.000000,0.000000,649.538863,543.871484,0.000000,0.000000,30347035.342782,30429362.145031,8207334.303987,0.000000,0.000000,0.000000,65.394405,65.571810,17.685870,0.000000,0.000000,130.966215,3975.239511,0.000000,130.966215,63.049500,-0.000000,89.728891,68.022317,0.000000,544,650,0,416,566,0,629,746,0,566,501,0,973,253.922479,300.474933,-0.782890,0.458942,   116.826313,    10.808622,   255.000000,     0.000000,     0.000000,  8160.000000,32
