Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,ColumnStart,RowStart,PlaneStart,Perimeter2d,FeretMin,FeretMax,RotationAngle2d,fullmask_mean,fullmask_var,fullmask_stdev,fullmask_max,fullmask_min,fullmask_median,fullmask_muc,fullmask_notempty
0,840219.000000,624666144.000000,364767965.000000,0.000000,743.456341,434.134392,0.000000,0.000000,45845092349.996788,72391222394.890960,-1425549938.746762,0.000000,0.000000,0.000000,578.232974,913.052842,-17.980113,0.000000,0.000000,1491.285817,527633.976603,0.000000,1491.285817,726.384179,-0.000000,583.727621,463.898536,0.000000,434,743,0,0,192,0,844,1279,0,192,244,0,2519,845.209121,1088.557245,0.053495,255.000000,     0.000000,     0.000000,   255.000000,   255.000000,   255.000000,214255845.000000,840219
